priority	domain	severity	finding	suggested_action	owner	status	blocks_20_50_if	source_file	resolution_note
P3	code_quality	comment	The CI workflow (`.github/workflows/ci.yml`) runs `pytest -q`, the demo pipeline, and `prepare_public_datasets.py --include-demo` + `run_tme_benchmark.py --include-demo` + `make_publication_figures.py`. ✓ This is a real clean-clone smoke test for demo-scale paths.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	single_cell	comment	However, the GSE154778 / GSE72056 / GSE176078 / GSE103322 / Visium adapters require download steps that CI cannot perform (large public files, network bandwidth). **There is no offline regression fixture for any real public dataset.** A reviewer cannot verify that the published numbers regenerate without manually downloading 5–10 GB of data.	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	`_bootstrap.py` adds `src/` to `sys.path`. ✓	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	Exception:** the five Windows-`D:\`-rooted paths in §F3 above. These are absolute and break clean-clone on non-Windows.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	security_privacy	comment	## 5. Security and privacy review	Check source/review bundles for credentials, raw data, private paths, and unsafe file inclusion.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	security_privacy	comment	✓ Correctly excludes raw data, processed omics objects (`.h5ad`, `.loom`, `.rds`), sequencing data (`.fastq`, `.bam`, `.vcf`), images, and credentials directories. The verified bundle SHA256 confirms only the included file set was packaged.	Check source/review bundles for credentials, raw data, private paths, and unsafe file inclusion.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	security_privacy	comment	"`publish_github_release_after_auth.py:268`: `env[""GH_TOKEN""] = _read_token(token_path)` — token passed to subprocess via env var, never logged or printed. ✓"	Check source/review bundles for credentials, raw data, private paths, and unsafe file inclusion.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	security_privacy	comment	Token files are not in the bundle.	Check source/review bundles for credentials, raw data, private paths, and unsafe file inclusion.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P2	general	minor	`envs/requirements-py311-lock.txt:4`: `# Executable: D:\BioSoft\python\Python311\python.exe` — leaks dev OS, install layout, and Python distribution. Minor but present.	Record as optional polishing unless repeated by another reviewer.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P2	code_quality	minor	`scripts/publish_github_release_after_auth.py:24`: `D:\BioSoft\GitHubCLI\gh_2.92.0\bin\gh.exe` — leaks GitHub CLI install path including version. Minor.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	reproducibility	comment	These are not credentials; they are environment fingerprints. Should be removed in a public release for cleanliness, not for security.	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	security_privacy	comment	### Unsafe network behaviour	Check source/review bundles for credentials, raw data, private paths, and unsafe file inclusion.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P2	general	minor	Optional SHA256 verification post-download via `sha256sum` (lines 26-31).	Record as optional polishing unless repeated by another reviewer.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P2	general	minor	No security blockers identified.** Minor info-disclosure cleanups noted above.	Record as optional polishing unless repeated by another reviewer.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P1	journal_fit	major	## 6. Required fixes before any 20–50 IF submission	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P1	general	major	### P0 blockers (must fix before submission)	Add to response matrix and assign an owner before submission.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	"P0.1 | Resolve F1 — either implement non-trivial sheaf or rename ""sheaf"" → ""graph coboundary"" in code, manuscript, and tests. Rewrite `test_cellular_sheaf_residual_matches_legacy_mismatch` to either prove non-equivalence (option a) or rename it (option b). | M (option b) — H (option a)"	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	P0.3 | Resolve F3 — replace `D:\` defaults with cross-platform path resolution in 5 scripts. Update tests to assert resolution behaviour, not the literal Windows string. | S	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	statistics	comment	P0.5 | Resolve F5 — add `n_permutations_skipped` and `null_at_or_above_observed` columns to permutation result tables. Update Methods to report `p < 1/(n+1)` when null count is zero. | S	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	statistics	comment	P1.1 Add `test_core.py` with at least 4 tests: `compute_sheaf_energy` symmetry under sender↔receiver swap; `build_directed_lr_edges` `min_communication` filter behaviour; `make_cell_type_profiles` agreement under cell-id permutation; `compute_pathway_scores` handling of missing genes.	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	"P1.2 Add `test_adapters.py` covering at least the GSE154778 and GSE72056 adapters with synthetic input fixtures. The Round-1 ""annotation-state inconsistency"" bug class would have been caught here."	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	single_cell	comment	"P1.6 Add per-cluster resolution-sensitivity output to `reannotate_gse154778_scanpy.py`: instead of hardcoding `primary_cluster_key = ""leiden_0_6""` (line 285), produce annotation tables for each of the 6 resolutions and an ARI-vs-resolution comparison."	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P2	general	minor	### P2 optional improvements	Record as optional polishing unless repeated by another reviewer.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	P2.3 Add a sensitivity test for the `margin >= 0.05` annotation threshold in `_label_clusters_from_marker_scores`.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	statistics	comment	P2.4 Document the `fill_value=0.0` and `EPS` choices in `stats.py` permutation logic in the Methods section.	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	P2.5 Replace `np.linalg.pinv` (Hodge module) with a more numerically stable solver for graphs > 100 nodes (`scipy.sparse.linalg.lsqr` or QR-based) — not pressing for current 7–8 cell-type graphs but matters if the framework scales to spot-level Visium with thousands of vertices.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	## 7. Claims that the code does not support	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	Claim location | Claim | Code reality	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	"`SCI_MANUSCRIPT_V2_POLISHED.md` line 17–19; `README.md` lines 3–8 | ""rank-one cellular sheaf layer"" | `sheaf.py` implements only `±1` restriction maps and `B^T diag(W) B` Laplacian. The unit test `test_formal_sheaf.py` proves this is identical to the legacy direct subtraction. The ""cellular sheaf"" terminology is not justified by the implementation."	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	`SCI_MANUSCRIPT_V2_POLISHED.md` line 67 cite `cellular_sheaves_hansen_2019` | Cellular-sheaf-theoretic framing | Hansen & Ghrist 2019 motivates cellular sheaves by *non-trivial* restriction maps and higher-rank stalks; this codebase implements neither. The citation overreaches the implementation.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P1	general	major	"`EXTERNAL_AI_REVIEW_ROUTING_2026-05-04.md` ""Decision: SHAREABLE_REVIEW_BUNDLE_READY"", ""Missing required files: 0"" | The bundle's audit script verifies presence of declared evidence | The previous beta-review bundle was missing 11 of 22 required files per its own evidence index, yet the audit reported `0`. The integrity script is a no-op for filesystem presence."	Add to response matrix and assign an owner before submission.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	security_privacy	comment	"`IF20_50_DISTANCE_REPORT.md` ""Submission infrastructure index: 100.0%"", ""Live release blocking gates: 0 of 7"" | Public-release machinery is complete | `pyproject.toml` references `https://github.com/healthgreat/SheafSignal` but the bundle does not contain evidence the repository was successfully published; the dashboard one day earlier reports 7 active blockers including a missing `workflow` token scope."	Check source/review bundles for credentials, raw data, private paths, and unsafe file inclusion.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P1	journal_fit	major	### Critical (would catch bugs that journal reviewers will exploit)	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	Sheaf energy is non-negative.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P0	code_quality	fatal	For a synthetic 200-cell fixture, the metadata.csv `cell_type` column matches the `lesion_frustration_by_cell_type.csv` cell-type counts exactly. (This is the Round-1 SingleCell-FATAL bug class.)	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	single_cell	comment	After `run_scanpy_reannotation`, an annotation table for every resolution in `RESOLUTIONS` is written, and an ARI-vs-resolution table summarises stability.	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	10. `tests/test_formal_sheaf.py::test_cellular_sheaf_residual_matches_legacy_mismatch` should be **renamed** or **inverted**. As-is, it is a tombstone for the methods novelty claim.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	"The codebase is engineered with discipline: atomic writes, deterministic seeds, provenance hashing, resumable downloads, strict scope gating in CI, and good exclusion lists in the bundle packager. The author team has clearly invested in process. **But the central methods-novelty claim does not survive the code: the ""rank-one cellular sheaf"" is a relabeling (with the test suite candidly admitting this), and the synthetic benchmark is circular by construction.** Combined with hardcoded Windows paths that break clean-clone reproducibility on non-Windows, an author-metadata audit that reports `READY` while the email is missing, and a 9:1 process-tests-to-science-tests ratio, the most likely reviewer criticisms at Nature Methods are:"	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	"1. *""The cellular-sheaf framing is not implemented; the package is a graph-Hodge consistency residual.""* ← Code-grounded."	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	"2. *""The synthetic benchmark is a tautology; SheafSignal scores the residual definition, the simulator generates ground truth from the residual definition, and the baselines are pathway-blind by design.""* ← Code-grounded."	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	"3. *""Reproducibility cannot be checked without a Windows machine and `D:\secrets\…`.""* ← Code-grounded."	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	Each is fixable. Two are fixable in days (P0.3, P0.4, P0.5 are small lifts). One is the strategic decision the author team has been deferring (P0.1 — implement a non-trivial sheaf, or drop the word). Without that decision, the submission target should drop from Nature Methods to **Bioinformatics / Cell Reports Methods / PLOS Comp Bio**, where the present implementation — a careful graph-Hodge consistency analysis with strong claim discipline and disciplined reproducibility process — is genuinely defensible.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
